track_id,artist,title,timestamp
TRAFMQA12903CDA8D3,Zaïko Langa Langa,Fonsi,2011-08-04 03:15:07.363232
TRAFNAH128F42A400D,Dive,Contact,2011-08-04 12:26:33.542561
TRAFNBM128F92F4F88,Barbara Lusch,Why Don't You Do Right,2011-08-03 21:38:58.128032
TRAFNEI128F1458CAA,Brand X,Hate Zone,2011-08-05 03:12:42.064120
TRAFNGR12903CE3ACF,Hélio Ziskind,Telê,2011-08-15 21:15:12.457713
TRAFNJM128F933D6DB,Intars Busulis,Probka (Latvia),2011-08-09 22:48:20.944226
TRAFNMJ128F92D15D8,Charlie Rich,Only Me,2011-09-07 04:06:03.335994
TRAFNNT128F92E4E81,Virtuoso,Beautiful Maria of My Soul,2011-08-05 08:00:34.483887
TRAFNPA128EF34E7A7,Karen Peck And New River,Feels Good To Be Free,2011-09-07 11:15:48.292130
TRAFNVQ12903CE7322,Judy Mowatt,Trade Winds,2011-08-15 09:52:34.920766
TRAFNVU128F932361A,Marlene Dietrich,No Love No Nothing,2011-09-07 17:33:21.119805
TRAFNWS128F931A45D,Mike Bloomfield,I Must See Jesus,2011-08-04 03:34:04.505955
TRAFOHK128F425F232,Paul Rodgers,Alright Now,2011-08-05 08:25:16.816897
TRAFOKY128F4276D91,Dead Prez,Assassination,2011-09-07 19:01:27.392631
TRAFOKY128F92ED751,David Cook,I Did It For You,2011-08-01 15:23:36.628384
TRAFONO128F4248100,The Knack,A World of My Own,2011-08-11 03:55:43.230241
TRAFOTS128F42255A6,La Portuaria,Down On The Corner,2011-08-10 10:46:51.117954
TRAFOZW128F92F1594,Mulberry Lane,Come Dance With Me,2011-08-01 22:08:04.113854
TRAFPAY128F146B23B,Liars,A Visit From Drum,2011-08-02 09:00:46.967018
TRAFPDD128F92FBBA6,Tom Barabas,More Than Words,2011-08-10 03:15:37.671547
TRAFPFW128F423B0A6,Modeselektor,We Do It Too,2011-08-11 10:16:57.597694
TRAFPHE128F4267123,Chris Brown,Talking Drum (Isea '95),2011-08-03 22:56:23.879279
TRAFPIX128F42369C3,DJ Taz,C.O.G. To The ATL,2011-08-15 20:30:18.904549
TRAFPLF12903CD8AE1,Gabriel Yared,La clé parfumée,2011-08-15 12:48:57.142964
TRAFPPX128F92DD3E1,Starless & Bible Black,Hermione,2011-08-12 08:26:39.924284
TRAFPQG128E07870D6,Gustavo Santaolalla,La Vuelta,2011-08-02 08:03:44.982735
TRAFQAJ128F429458C,Billie Jo Spears,Lizzie And The Rain Man,2011-08-12 18:46:19.584558
TRAFQBZ128F93440E2,Smut Peddlers,Chicken Strips (THE DEMOS version),2011-08-12 03:21:38.109450
TRAFQEF128F93561A7,Afrob,Gief Konjunkturpaket VI (feat. Sarah),2011-08-15 23:49:03.234424
TRAFQEG128F92FC332,Shinehead,The Real Rock,2011-08-05 05:05:44.196711
TRAFQFD128F9343706,Diesel Boy,Pocket Full Of Stars,2011-08-09 01:16:44.152364
TRAFQFM128E078EC97,Eminem,The Way I Am,2011-08-04 04:55:14.909606
TRAFQIV12903CFC000,Milo,Back Into Business,2011-08-11 10:17:56.661656
TRAFQJK128F92F5EBE,Zeca Baleiro,Blues Do Elevador,2011-08-13 02:15:43.278775
TRAFQJT12903CF4891,Ol' Dirty Bastard,Hippa To Da Hoppa [Explicit Version],2011-08-04 09:17:03.817289
TRAFQKX128F9347448,The Lord Weird Slough Feg,Beast In the Broch,2011-08-01 23:03:11.690641
TRAFQMD128F92D4950,Six Brown Brothers,Battery Acid,2011-08-15 11:17:17.198413
TRAFQQM128F92E2FD0,Eddie Jones,Perfidia,2011-09-07 13:54:29.795070
TRAFQVV128F4260033,Audio Adrenaline,Will Not Fade  (Hit Parade Album Version (new Song)),2011-08-01 16:18:14.963749
TRAFRBN128F93095F4,Pacha Massive,Just Want To See Ya,2011-08-15 20:26:08.182263
TRAFRCH12903CEA22D,Gob,No Regrets,2011-08-03 13:20:16.300294
TRAFRFF128F931DCEF,Nick Conolly,Pseudoephedrine,2011-08-11 12:04:09.124105
TRAFRFF128F9345B75,Rupa & The April Fishes,C'est Moi,2011-08-01 21:02:05.851747
TRAFRJH128E0781C5B,William Orbit,Love My Way,2011-08-04 00:09:16.137946
TRAFRKU128F933CE16,The Black Crowes,Girl From a Pawnshop,2011-08-10 18:47:20.908015
TRAFRLV128F4267ADF,Freddie King,Boogie Man,2011-08-05 14:41:04.413433
TRAFRQY128F93186FB,Amoral,Perfection Design,2011-08-04 07:12:51.837361
TRAFRTX128F93426B7,Steve Vai,Angel Food,2011-09-07 19:29:13.631435
TRAFRVU128F42649A6,K's Choice,My Record Company,2011-08-02 14:41:42.135428
TRAFRWD12903CC4A88,Rickie Lee Jones,Coolsville (Live Acoustic Version),2011-09-08 05:10:47.910537
TRAFRYJ128F92E638B,Nine Inch Nails,Memorabilia,2011-08-09 04:48:21.537086
TRAFSAP128E0780ECF,Wang Chung,Dance Hall Days,2011-08-15 14:07:58.314771
TRAFSGJ12903CAA742,Tex Williams,Smoke! Smoke! Smoke! (That Cigarette),2011-08-06 03:59:07.185844
TRAFSGL128F42ADA3E,Foo Fighters,Razor,2011-08-15 23:20:14.088357
TRAFSIP128F9301AE9,Faithless,Six,2011-08-09 21:02:39.681753
TRAFSLJ128F14913B0,Marion Harris,Would You Like To Take A Walk?,2011-08-04 13:43:29.170237
TRAFSQP128F424C04F,Gus Viseur,Le Bal Du P'tit Jardin,2011-08-04 19:36:06.664649
TRAFSSU128EF344074,Willie Bobo,A Little Tear,2011-08-12 03:27:43.714496
TRAFTAM128F4294843,Ice Cube,When Will They Shoot? (Explicit),2011-08-05 02:04:45.905267
TRAFTCT128F425A900,Rick Astley,Close To You,2011-08-01 09:29:35.370613
TRAFTDN128F427C29D,Hot Chip,Hold On,2011-08-12 23:38:44.013457
TRAFTDZ128F42355ED,US Coast Guard Band,Independentia,2011-08-10 00:00:43.117253
TRAFTFF128F930F77C,Lollipop Lust Kill,Bury You,2011-08-09 15:50:10.591981
TRAFTJB128F931919E,Bill Douglas,Highland,2011-08-03 18:57:22.427660
TRAFTMA128F933A3D7,Los Fabulosos Cadillacs,Matador,2011-09-08 01:46:34.530832
TRAFTOE12903CF3F5E,Georges Brassens,Colombine,2011-08-09 01:34:22.478952
TRAFTPO128F9313CF8,Mike Bloomfield,You're Killing My Love,2011-08-02 23:44:53.848046
TRAFTRX128F422D182,Chariots,Ghosts,2011-08-16 00:49:44.554894
TRAFTRY128F9329C26,Mudhoney,It Is Us,2011-08-11 23:03:13.682137
TRAFTVR128F14775A1,Apache Indian,Badd Indian,2011-08-10 09:40:29.806690
TRAFUGB128F92EDEDC,Kari Tapio,Rakkauden veteraani,2011-08-10 01:14:05.018703
TRAFUKW12903CD802A,Mink DeVille,She's So Tough,2011-08-15 09:29:14.057251
TRAFUOZ128EF35A549,John Frizzell,Defcon 4,2011-08-02 09:44:44.599437
TRAFURE12903D1135B,周傳雄,wo men de fei leng cui,2011-08-12 13:13:29.923604
TRAFUTE128F930F510,Bob Carlisle,Somewhere,2011-09-07 12:43:43.859619
TRAFUTO128F428E434,Cantara,Ubi Caritas,2011-08-10 16:06:08.492136
TRAFUWI128F934C730,Gwar,Surf of Syn,2011-08-12 08:00:29.441144
TRAFUWS128F9320678,Mongo Santamaria,Hush,2011-08-01 19:26:33.366716
TRAFUXV128F148C901,Bert Kaempfert and His Orchestra,Let's Go Home,2011-09-07 23:19:32.117228
TRAFVDP128F425F856,Vincenzo Bellini,"Bellini: Norma: Vanne, e li cela entrambi",2011-08-05 07:04:32.051618
TRAFVDV128F42936BA,Ronnie Milsap,Wrong End of the Rainbow,2011-08-12 19:46:34.461472
TRAFVEB128F933CA60,Jimmy Wakely,If Santa Claus Could Bring You Back To Me,2011-08-12 21:11:38.683373
TRAFVME128F4269F32,Christian Quast,You Are!,2011-09-07 12:59:40.642633
TRAFVUV128F4282D36,Evolution,Peyote,2011-08-05 14:23:14.973034
TRAFVYN128F42149F0,Mix Mob,Intro: The Dragon,2011-08-12 17:30:58.641608
TRAFWCO12903CB146E,Erja Lyytinen,Soul Of A Man,2011-08-15 16:08:49.063826
TRAFWEV128F428D391,Cake,Alpha Beta Parking Lot,2011-08-08 19:02:04.526579
TRAFWGD128F422F352,Between The Buried And Me,Geek USA (Album Version),2011-08-03 04:52:22.666843
TRAFWIJ128F93305F6,Gustavo Cerati,Amo Dejarte Asi,2011-08-11 07:26:32.092491
TRAFWMO128F92E8216,Oldelaf Et Monsieur D,La fête à la prison,2011-08-01 13:23:54.163077
TRAFWOX12903CC1FA8,Lore,Pluvialus,2011-08-15 20:02:25.141258
TRAFWRG128F4295089,Goldfinger,Forgiveness,2011-08-12 22:13:34.510303
TRAFWVO128F9300880,The Embarrassment,Song for Val,2011-08-12 13:10:17.037616
TRAFXAM128F9349349,Tiny Bradshaw,The Train Kept A Rollin,2011-09-14 11:34:41.650703
TRAFXCL128F92E7FFD,André Verchuren,Aviatic,2011-09-07 18:21:23.526239
TRAFXCP128F93182DD,Kool Savas,Keiner außer uns,2011-09-07 23:20:39.462981
TRAFXEY128F148AECD,Latif,Love in the First,2011-08-04 02:06:20.971182
TRAFXHL128F148D175,Rickie Lee Jones,Love Is Gonna Bring Us Back Alive,2011-08-08 15:23:10.374186
TRAFXMZ128F42AFC47,Otis Spann,Can't Do Me No Good,2011-08-12 07:43:35.651918
TRAFXPQ128F425385C,Jerry Goldsmith,Main Title,2011-08-02 23:22:27.031375
TRAFXSM128F92E5541,Naseebo Lal,Dil Naheen Lagda,2011-08-09 10:44:18.334552
TRAFXST128F92C5B0A,Seal,Whirlpool (live),2011-09-07 16:07:59.040799
TRAFXYN128F148B3B4,Tesla,The Way It Is,2011-08-12 01:08:40.605984
TRAFXZW128F14B0914,Utopia,The Up,2011-08-11 16:07:20.693729
TRAFYAV128F42ACA8C,Bénabar,Tu Peux Compter Sur Moi,2011-08-02 10:53:33.433257
TRAFYEG12903CB647E,Der Plan,Frisch verliebt,2011-08-12 22:30:29.167053
TRAFYGA128F425A92C,Eurythmics,Missionary Man,2011-08-11 04:22:17.493958
TRAFYGO128F42727E7,Beyoncé,Be With You,2011-08-12 08:49:07.077797
TRAFYNE128F422F3CB,A Perfect Murder,Within (Album Version),2011-09-07 12:06:37.322566
TRAFYRA128F92FD549,Michael Stanley Band,Don't Stop The Music,2011-09-07 15:28:27.278041
TRAFYRO128F42ACFC7,Talvin Singh,Traveller,2011-08-12 05:27:48.545943
TRAFYSO128F4284276,Solomon,"25 Variations And Fugue On A Theme By G.F. Handel For Piano, Op. 24: Aria",2011-08-15 16:48:19.871730
TRAFYUE12903CAFDF3,Curtis,Superstar Dog,2011-08-05 11:08:37.936362
TRAFYUL128F4247173,Toby Emerson,Rapture (Chad Cisneros Dub),2011-08-15 14:06:44.703523
TRAFYVC128F4268F8B,Deep Forest,Madazulu,2011-08-01 15:49:15.647725
TRAFYWM128F422AA37,Tampa Red,If I Had Known,2011-09-07 02:50:32.295320
TRAFYYU128F4229376,Every Time I Die,Depressionista,2011-08-10 02:32:35.949976
TRAFZHK128F145E86B,Lifer,Boring,2011-08-02 09:28:06.367983
TRAFZIM128F427D344,Bad Brains,Riot Squad (1991 Digital Remaster),2011-08-13 01:54:19.402082
TRAFZKN128F92E11AD,Dee Jays,In The Midnight Hour,2011-08-03 21:38:06.965211
TRAFZKY128EF36588B,Diamond D,Intro,2011-09-07 17:44:26.225731
TRAFZLA128F42ADCCB,Corona,I Gotta Keep Dancing,2011-09-14 11:50:13.222577
TRAFZRL128F428E465,The White Stripes,Im Slowly Turning Into You,2011-09-08 01:38:33.889596
TRAFZVZ12903CE7548,Ndala Kasheba,Marashi Ya Pemba,2011-08-12 20:47:08.965413
TRAFZYZ128F427DD76,New Roanoke Jug Band,Cold Icy Floor,2011-08-12 12:31:58.038204
TRAGAAF128F9338911,Joe McBride,This Is How A Heart Breaks,2011-08-10 07:21:50.953614
TRAGACJ128F427118C,Greater Vision,Heaven's Hero (Featuring Champion Of Love),2011-08-09 22:08:16.604393
TRAGACV128F1474DEC,Headliners,Sag Ihnen Bescheid,2011-08-05 01:47:18.318426
TRAGADP128EF341C7F,Lady Saw,Bare As You Dare,2011-08-15 10:48:20.406965
TRAGAGQ128E0781352,The Stranglers,It Only Takes Two To Tango,2011-08-09 03:55:55.798321
TRAGAHW12903CA6DBE,Hot Club Of Detroit,Night Time,2011-09-07 17:37:22.518083
TRAGALB128EF3676EC,Funeral for a Friend,Crash and Burn (Home Demo),2011-08-08 22:29:11.284627
TRAGALM128F4236C86,Lyrics Born,Bad Dreams,2011-08-05 00:59:33.677844
TRAGANK128F428A5CD,Rancid,Black Lung (Album Version),2011-08-04 13:43:03.950021
TRAGAPY128F92F5DDE,George Michael,Praying For Time,2011-08-10 04:37:22.823601
TRAGAQX128F429ABFE,Tulipunaruusut,Ilta Oulunjoella,2011-08-02 02:29:52.323124
TRAGARS128F427216A,The Vaughan Brothers;Stevie Ray Vaughan;Jimmy Vaughan,Telephone Song,2011-09-07 11:24:22.950145
TRAGAVB128F932585E,Babe Ruth,Dancer (2007 Digital Remaster),2011-08-12 05:46:15.367574
TRAGAVF128F424829B,Ronnie Milsap,Don't You Know How Much I Love You,2011-08-02 17:49:32.555176
TRAGAVU128F427E6E0,David Hudson,Monkey & Turtle,2011-09-07 14:18:53.033412
TRAGBBI128F4261828,Joe Satriani,Echo,2011-08-01 19:30:25.164251
TRAGBHV128F4295074,Goldfinger,I'm Down,2011-08-01 15:26:21.484140
TRAGBMD128F429AB9D,Charlie Haden & Chris Anderson,Alone Together,2011-09-07 17:24:01.028086
TRAGBND128F92FC400,Rokia Traoré,Château de Sable,2011-08-09 16:24:48.733885
TRAGBOA128F4232A6E,Fruko y Sus Tesos,El Ausente/ El Preso/ El Caminante/ Tania,2011-08-05 00:09:46.264868
TRAGBOR128F92E1064,Emperor,With Strength I Burn,2011-08-08 16:41:10.046360
TRAGBPI128E0792998,Guns N' Roses,Locomotive (Complicity),2011-08-05 03:15:19.403481
TRAGCDN128F932855A,Brand X,Zero Db (drum solo by Frank Katz),2011-08-05 14:44:28.227201
TRAGCED128F9355912,Speaker,Joking,2011-08-10 21:22:55.142859
TRAGCKB128F92E9BCA,Christos Kedras,Water Blazz (Chill House mix),2011-08-05 18:39:19.891268
TRAGCRL128F4254E80,Gold City,What Child Is This?,2011-09-08 05:23:26.550326
TRAGCSE128F425FE4B,Michael Gettel,Safe Passage,2011-08-12 23:02:56.116647
TRAGCSY128F14546B1,The Stooges,Not Right (Remastered LP Version),2011-09-08 03:41:47.318317
TRAGCTZ128F4290974,Restless Heart,That Rock Won't Roll,2011-08-01 13:49:30.798221
TRAGCUZ128F92E6E26,David Evans,Prison Bound Blues,2011-08-05 05:38:54.018446
TRAGCVM128F92F33FF,潘瑋柏,Shuo Ni Ai Wo,2011-08-12 08:28:21.708745
TRAGCXQ128F426BDD9,Uriah Heep,Wake The Sleeper,2011-08-16 11:36:56.068570
TRAGCYG128F428C517,Paso Doble,Fantasie (Extended Version),2011-08-04 18:31:22.742787
TRAGDAF128F92F928C,Stress Assassin,EU A4,2011-08-04 18:13:18.024851
TRAGDCN128F92F9050,Margaret Becker,Start The Fire,2011-08-08 11:27:32.253966
TRAGDDC128E0788279,Abracadabra,Te estoy saboreando,2011-08-09 10:59:43.657657
TRAGDDL128F4248973,The Orchids,You Said You Loved Me,2011-09-07 20:36:06.904559
TRAGDEA128F4279040,Juan Carlos Baglietto,Salzanitos,2011-08-02 10:32:06.302420
TRAGDFG128F42934A0,Sugarbomb,Gone,2011-08-02 13:57:02.859537
TRAGDKW12903D0E755,Bounty Killer,Ask Fi War,2011-08-11 03:45:19.105839
TRAGDLM128F4233397,Mägo de Oz,Desde mi Cielo,2011-08-12 12:07:32.460666
TRAGDOT128F422F342,Quinteto Violado,Olha Pro Ceu,2011-08-04 11:10:24.979700
TRAGDPH128F9344020,Dead To Me,Don't Lie,2011-09-07 12:40:35.787947
TRAGDPS128F145F8EE,Paloalto,Seed,2011-08-05 17:35:06.529190
TRAGDRH128F93182E1,Kool Savas,Warum rappst du?,2011-09-07 15:26:13.993646
TRAGDVU12903CDCD8B,Darryl Worley,Katie's Song,2011-08-01 18:52:29.548775
TRAGDWI128F92D84B0,Mykill Miers,Get Money,2011-09-08 03:08:23.771834
TRAGDYS12903CF569B,Joe McBride,One Eyed Jack,2011-08-12 21:23:25.681569
TRAGEAS128F4258B9E,Margaret Becker,Stay Close To Me,2011-08-02 21:55:24.342050
TRAGEFB128F92C6CA9,Jarvis Church,So Beautiful,2011-08-05 05:24:14.298112
TRAGEFP128F429B217,Damita Jo,Face To Face,2011-08-01 16:09:46.435979
TRAGEHE128F423E5A1,Orbital,Are We Here ?,2011-09-07 22:55:37.809726
TRAGEMO128F9306A84,Ministère des Affaires Populaires,Bagdad by night,2011-08-15 23:32:19.425342
TRAGEQI128F429154D,Bongzilla,Cutdown,2011-08-04 09:10:02.589398
TRAGETA128F4272C38,2 Minutos,Rompan Todo,2011-08-02 12:33:29.701361
TRAGEVR128F4276B92,Orbital,Chime (Edit),2011-09-07 23:11:36.508851
TRAGEVS128F145FEAD,April Wine,Say Hello,2011-08-06 05:50:36.147783
TRAGEXH12903CB4C10,Dolly Parton,I'm Not Worth The Tears,2011-08-05 18:55:32.185047
TRAGEXW128F427A405,Estrellas Cubanas,Fin De Semana,2011-08-11 12:46:44.606025
TRAGFDW128F14682F5,The Bucketheads,Little Louie Bonus,2011-09-08 05:19:17.552261
TRAGFDW128F933A421,Al Denson,Love is Taking Hold,2011-08-16 11:35:30.076395
TRAGFIS128F14947B0,Whitesnake,Love Ain't No Stranger (2003 Digital Remaster),2011-08-04 05:06:57.040104
TRAGFJM128F427E764,The Chap,We Are Not Impartial,2011-08-04 15:24:21.149095
TRAGFOI128F428E060,Máire Brennan,Atlantic Shore,2011-08-12 01:27:59.438751
TRAGFPP128E078F34C,The Cardigans,Paralyzed,2011-09-07 16:56:35.762191
TRAGFQG128F42418D5,Twista,The Day After (featuring Syleena Johnson) (Explicit Chopped & Screwed Version),2011-08-08 16:49:24.346552
TRAGFSV12903CE532D,The Dictators,Weekend,2011-09-07 10:52:22.421348
TRAGFUR128E078B8B3,Fat Joe,Get It Poppin' [Featuring Nelly]  (Album Version - Exp. Version) [Serban Main 4/20/05],2011-09-07 21:48:59.481066
TRAGFVT128F92ECB5D,Oasis,Don't Go Away,2011-08-03 03:23:28.436951
TRAGGEQ12903CC25DB,The Accursed,Slaughter The Gods,2011-08-09 01:43:54.606550
TRAGGHA128F4262D55,Eddy Raven,I Wanna Hear It From You,2011-08-03 05:25:44.157087
TRAGGKN12903CCA8EE,Fabolous,Ma' Be Easy [Explicit Version],2011-08-05 06:10:35.463894
TRAGGMY12903CD9533,Floor,Heather,2011-09-07 19:58:48.077037
TRAGGQQ128F931D8E1,Michelle & Vickie,Party For Pink,2011-08-02 11:33:29.963400
TRAGGSG128F92F6FD9,Sulk,Only You (Chimi-Changa Club Mix),2011-08-02 23:26:29.763526
TRAGGSJ128F42A5AE1,Ben E. King,let it be me,2011-09-07 21:35:33.231106
TRAGGUB128F424FDB4,Trafik,Smoke,2011-09-07 15:44:17.600128
TRAGGVS128F4250CE8,Astarte,Oblivious Darkness,2011-08-01 14:35:40.713764
TRAGGVT128F428F842,Sergio Franchi,Silent Night,2011-08-15 20:12:25.704121
TRAGGXK12903CDA84B,Mongo Santamaria,Lady Marmalade,2011-08-02 21:44:14.370063
TRAGHBO128F92D8C9E,The London Pops Orchestra,The Way We Were,2011-09-07 12:05:06.234561
TRAGHBP128E0793AF7,The Police,Wrapped Around Your Finger,2011-08-11 22:39:45.920794
TRAGHCM128F9333324,Cali,Pour Jane (Live Acoustique),2011-08-02 20:03:25.401747
TRAGHCZ12903CEC3EF,Edwin Hawkins Singers,I'm Going Through,2011-08-11 12:47:39.338735
TRAGHDO12903CD9736,Edith Lefel,L'a fête komine,2011-08-01 19:42:05.194144
TRAGHGU128F92CC064,Lonnie Johnson,"Raining On The Cold, Cold Ground",2011-08-03 05:33:33.721334
TRAGHID128F93156AF,Orbit,Nice Ride,2011-08-04 20:48:49.792800
TRAGHJX128F426F76F,Bob Dylan,New Pony,2011-08-12 15:25:32.788506
TRAGHKK128F93240D1,Orlando Pops Orchestra,El Manisero,2011-09-07 03:59:42.855362
TRAGHLT12903CAC941,Geiom ft. Marita,Sugar Coated Lover,2011-09-07 14:51:14.504585
TRAGHSE128F14743B2,Line Renaud,Gwendolina,2011-08-11 13:02:08.953312
TRAGHTH128F92F676E,Rhian Sheehan,Degrees of Freedom,2011-08-15 13:10:03.769882
TRAGIGX12903CF3AD4,David Nail,This Time Around,2011-08-03 17:00:57.983983
TRAGIJH128F4280F72,The Sun Harbor's Chorus-Documentary Recordings,US Air Force,2011-09-07 18:50:43.639524
TRAGIJM12903D11E62,Roy Brown,Love Don't Love Nobody,2011-08-10 03:39:32.873606
TRAGIKK128F42424EF,Mest,Tonight Will Last Forever (Album Version),2011-08-12 12:49:36.379059
TRAGIMU12903D1201D,Los Iracundos,Deja El Ultimo Baile Para Mi (Lascia L'Ultimo Ballo Per Me),2011-08-13 00:31:38.074482
TRAGIPY128F422D10B,Cumberland Quartet,One Day At A Time,2011-08-02 06:14:49.240238
TRAGJEF128F92E367E,Ray Conniff,My Melody of Love,2011-08-04 05:07:54.830207
TRAGJFW12903C9D027,The Blind Boys of Alabama,I've Got a Home,2011-08-12 09:57:55.433077
TRAGJGZ128F421EE19,Blind Willie McTell,Writing Paper Blues,2011-08-13 05:08:49.649473
TRAGJNI128F9304EF4,Hushabye Baby,So Small (Lullaby Rendition of Carrie Underwood),2011-08-02 13:21:34.173613
TRAGJPA128F92F9665,U2,FEZ-Being Born,2011-08-04 01:07:41.261779
TRAGJQL128E078E840,Shania Twain,Raining On Our Love,2011-08-10 05:11:40.635665
TRAGJQS12903CC9CD0,Les Rythmes Digitales/ Tzant Feat. ODC MC,Jacques Your Body (Make Me Sweat)/ Sounds Of Wickedness (PF Project Def Scratch Mix),2011-09-08 00:25:13.753309
TRAGJQZ128F9302ADA,Akon,Over The Edge,2011-08-04 05:12:28.278984
TRAGJXQ128F148E23D,Jo-El Sonnier,Les Grande Bois,2011-08-04 19:04:35.811927
TRAGJYM128F934B753,Since the Flood,All For Nothing,2011-09-08 04:46:24.631596
TRAGJZP128F424A16F,Yank Rachell,My Mind Got Bad,2011-08-08 15:46:34.644679
TRAGKAC128F4225537,La Mancha de Rolando,Melodía simple,2011-08-10 02:19:54.576042
TRAGKAK128F9324CE4,Leo Ku,Xiao Shuo Xiang,2011-08-10 21:31:50.067204
TRAGKFX128F9308791,Slim Whitman,Serenade,2011-09-07 19:37:30.995946
TRAGKHQ12903D0518B,Graham Central Station,Turn It Out,2011-08-09 19:45:56.462538
TRAGKJS12903CDA8C6,Johnny Pacheco/Rolando La Serie,La Palabra Fin,2011-09-07 14:18:40.963415
TRAGKKN12903CE6B5C,Barley Bree,Flight Of Earls,2011-08-01 13:00:54.522958
TRAGKLF128F9315B67,Carl Smith,Hey Joe,2011-09-07 18:09:54.835618
TRAGKLK12903CC4264,Storyville,Enough,2011-08-01 17:22:50.809735
TRAGKMU128F429757E,The High Strung,The Luck You Got,2011-08-08 16:24:17.755305
TRAGKMU128F9305831,Tony Martin,September Song,2011-09-14 11:22:19.486612
TRAGKPD128F4275DF9,Jo Privat,Rodriguez Pena,2011-08-08 21:23:24.318405
TRAGKPS12903CA7AE5,Jah Cure,I'm Free,2011-08-15 23:14:04.244456
TRAGKQO128F92F0E10,James Carter,Strange Fruit,2011-08-15 14:18:29.157536
TRAGKTN128F933C68B,The Pursuit of Happiness,Down On Him,2011-08-05 13:47:10.518563
TRAGKUI128F92F4698,Mithotyn,Guided by History,2011-08-03 22:14:44.122849
TRAGKVI128F1459B5E,Francis Lai,Search For Jenny,2011-08-08 19:44:00.661916
TRAGKXH128F933D9BB,Beres Hammond,Missing You For A Mile,2011-08-02 22:34:01.452382
TRAGKXX128F424F3B5,UK Subs,Crash Course,2011-08-01 19:32:38.468902
TRAGLAE12903CFFEED,Embrace the End,Ley Lines,2011-08-15 10:43:54.008471
TRAGLAG128F14ADD03,Steve Green,Even A Child - Proverbs 20:11,2011-08-04 20:28:18.478939
TRAGLCK12903CDD07F,Marc Perrone,Sirène,2011-09-08 04:24:07.093500
TRAGLEQ128F934055A,Leonardo Favio,Porque Yo Te Amo,2011-08-12 01:21:01.352353
TRAGLFC12903CA6A5D,Gloria Lasso,Termina la feria,2011-08-04 12:50:45.331795
TRAGLFE128F428566B,Patrick Bruel,Au Bout De La Marelle,2011-08-02 20:52:24.718384
TRAGLHT12903CCDB86,Julie Zenatti,Ma Douleur...,2011-09-07 23:31:56.062299
TRAGLMS128F425FE0A,DeGarmo & Key,Destined To Win,2011-08-09 01:09:07.178660
TRAGLRX128F932A5A3,The Pentangle,I Saw An Angel,2011-08-13 01:37:38.549670
TRAGLSM128F42253BF,Los Tres Diamantes,Begin The Beguine,2011-09-07 14:21:09.076821
TRAGLST128F92D93E1,Small Faces,Happiness Stan - Original,2011-08-16 00:31:21.296752
TRAGLSU128F145FFB2,k-os,Heaven Only Knows,2011-09-07 23:02:50.565020
TRAGLTB128F9360F00,Michael Landau,The Mighty SB,2011-09-07 14:35:46.782188
TRAGLUL128F426F94C,Jack Sheldon,Trane's Strain,2011-08-09 03:10:34.256982
TRAGLUU12903D024F2,Dave Hollister,I'm Wrong,2011-08-01 16:36:21.268139
TRAGLXF128E078703E,Handsome Boy Modeling School,I've Been Thinking featuring Cat Power (Album Version),2011-08-05 13:25:22.116828
TRAGLXV128F42601B8,Michael Gettel,The Journey North,2011-08-08 13:42:30.229180
TRAGLZM128F931C995,The B-52's,Tell It Like It T-I-IS (Album Version),2011-08-08 23:57:14.039432
TRAGMAD128F429AEA4,Gordon MacRae,Just One Girl,2011-08-05 08:10:21.057760
TRAGMKE128E078543E,Máire Brennan,Song Of David (LP Version),2011-08-12 20:50:18.080675
TRAGMTY128F4260063,Babbie Mason,Pray On,2011-08-10 20:25:36.346217
TRAGMXK128F9305A50,Bersuit Vergarabat,De Onda,2011-08-15 20:21:50.905770
TRAGMXM128F934AA30,Major Lance,"Um, Um, Um, Um, Um, Um (Curious Mind)",2011-08-11 20:04:01.705029
TRAGNAX128F9313AE8,Doyle Bramhall,That's How Strong My Love Is,2011-08-11 13:39:31.120634
TRAGNBQ128F149CB93,Fall Out Boy,The Carpal Tunnel Of Love,2011-08-02 23:04:01.872634
TRAGNCM128F92EF1E8,Hank Locklin,(Sittin') Alone at a Table for Two,2011-08-10 14:12:14.841260
TRAGNFZ12903CD04C2,Deckard,Deckard,2011-09-08 05:26:55.493735
TRAGNGY12903C9CD76,Tantric,Coming Undone,2011-08-03 03:28:43.313496
TRAGNMP128F92EFD64,Bedwetters,Like a Deck of Cards,2011-08-09 13:25:30.504786
TRAGNOH128F42A87FF,The Refreshments,Here we are,2011-09-07 12:25:16.374732
TRAGNOK12903CE7FF6,Organ Donors,Tranceplant,2011-08-04 13:42:37.271967
TRAGNQK12903CCB987,陶喆,Summer Love Triangle,2011-08-03 00:58:18.122065
TRAGNUI128F1471068,Whitesnake,Don't Mess With Me (2006 Digital Remaster),2011-08-10 11:03:35.010421
TRAGNXF128F933A80E,Mirah,apples in the trees (live),2011-08-09 11:16:27.796100
TRAGNYU128F42246AC,Dee Clark,Just Keep It Up,2011-08-11 11:31:42.045694
TRAGOEA128F1456EAA,Tom Cochrane,Revelations:  Visions In A Dream,2011-08-03 05:44:02.915691
TRAGOEW128F427A209,Charlie Byrd / Laurindo Almeida,Choro II,2011-09-07 18:39:14.258874
